<!DOCTYPE tei.2  SYSTEM "c:\sgml\dtd\tei2.dtd" [
	<!ENTITY % TEI.corpus "INCLUDE">
	<!ENTITY % TEI.extensions.ent SYSTEM "sejong1.ent">
	<!ENTITY % TEI.extensions.dtd SYSTEM "sejong1.dtd"> ]>
<tei.2>
	<teiHeader>
		<fileDesc>
			<titleStmt>
				<title>동아일보 사설</title>
				<author>동아일보 편집부</author>
				<sponsor>국립국어원</sponsor>
				<respStmt>
					<resp>문헌입력, 표준화, 형태의미 정보 부착</resp>
					<name>고려대학교 민족문화연구원</name>
				</respStmt>
			</titleStmt>
			<extent>3320</extent>
			<publicationStmt>
				<distributor>국립국어원</distributor>
				<idno>BSAB0175, 형태분석: BTAB0175, 원본: BRAB0175</idno>
				<availability><p>배포 불가</p></availability>
			</publicationStmt>
			<notesStmt>
				<note><p>21세기 세종계획 형태분석말뭉치에서 선정</p></note>
			</notesStmt>
			<sourceDesc>
				<bibl>
					<author>동아일보 편집부</author>
					<title>동아일보 사설</title>
					<pubPlace>서울</pubPlace>
					<publisher>동아일보사</publisher>
					<date>1992</date>
				</bibl>
			</sourceDesc>
		</fileDesc>
		<encodingDesc>
			<projectDesc><p>21세기 세종계획 형태의미분석  말뭉치 구축 및 정제</p></projectDesc>
			<samplingDecl><p>21세기 세종계획 형태의미분석 말뭉치 파일 구축, 오류 수정 및 일관성 검사</p></samplingDecl>
			<editorialDecl><p>21세기 세종계획 원시 말뭉치 구축 지침(2004-1), 형태분석 말뭉치 구축지침(2005-1), 형태의미분석 말뭉치 구축 지침(2004-1)에 따른 오류 수정 및 일관성 검사</p></editorialDecl>
		</encodingDesc>
		<profileDesc>
			<creation>
				<date>2003</date>
			</creation>
			<langUsage>
				<language id=KO usage=99>한국어, 표준어</language>
			</langUsage>
			<textClass>
				<catRef scheme='SJ21' target='M1118'</catRef>
			</textClass>
		</profileDesc>
		<revisionDesc>
			<respStmt>
				<resp>프로젝트 책임자</resp>
				<name>김흥규</name>
			</respStmt>
			<change>
				<date>2007</date>
				<respStmt>
					<resp>연구책임자</resp>
					<name>김흥규</name>
					<resp>연구원</resp>
					<name>강범모, 홍정하</name>
					<resp>연구보조원</resp>
					<name>김민지, 김보라, 김승우, 김윤희, 김주영, 여형옥, 왕정미, 정연주, 최민우, 허영진</name>
				</respStmt>
				<item>21세기 세종계획 원시 말뭉치 구축 지침(2004-1), 형태분석 말뭉치 구축지침(2005-1), 형태의미분석 말뭉치 구축 지침(2004-1)에 따른 형태의미 정보 부착</item>
			</change>
		</revisionDesc>
	</teiHeader>

<text>
<body>
<p>
9BSAB0175-0000010	14일	14/SN + 일/NNB
9BSAB0175-0003570	정책의	정책__02/NNG + 의/JKG
9BSAB0175-0003580	구실이	구실__02/NNG + 이/JKC
9BSAB0175-0003590	되어서도	되__01/VV + 어서/EC + 도/JX
9BSAB0175-0003600	안된다.	안/MAG + 되/XSV + ㄴ다/EF + ./SF
9BSAB0175-0003610	우선	우선/MAG
9BSAB0175-0003620	정부는	정부__08/NNG + 는/JX
9BSAB0175-0003630	온	온/MM
9BSAB0175-0003640	국민들이	국민/NNG + 들/XSN + 이/JKS
9BSAB0175-0003650	이번	이번__01/NNG
9BSAB0175-0003660	사태의	사태__06/NNG + 의/JKG
9BSAB0175-0003670	장기화를	장기__10/NNG + 화/XSN + 를/JKO
9BSAB0175-0003680	우려하고	우려/NNG + 하/XSV + 고/EC
9BSAB0175-0003690	파국의	파국/NNG + 의/JKG
9BSAB0175-0003700	위기	위기__01/NNG
9BSAB0175-0003710	의식에	의식__03/NNG + 에/JKB
9BSAB0175-0003720	시달리고	시달리/VV + 고/EC
9BSAB0175-0003730	있음을	있/VX + 음/ETN + 을/JKO
9BSAB0175-0003740	깨달아야	깨닫/VV + 아야/EC
9BSAB0175-0003750	한다.	하/VX + ㄴ다/EF + ./SF
9BSAB0175-0003760	그리고	그리고/MAJ
9BSAB0175-0003770	야당은	야당/NNG + 은/JX
9BSAB0175-0003780	물론	물론/MAG
9BSAB0175-0003790	재야	재야/NNG
9BSAB0175-0003800	운동권에서도	운동__02/NNG + 권/XSN + 에서/JKB + 도/JX
9BSAB0175-0003810	강군의	강/NNP + 군/NNB + 의/JKG
9BSAB0175-0003820	죽음의	죽음__01/NNG + 의/JKG
9BSAB0175-0003830	참	참__01/NNG
9BSAB0175-0003840	뜻을	뜻/NNG + 을/JKO
9BSAB0175-0003850	헤아려	헤아리/VV + 어/EC
9BSAB0175-0003860	우선	우선/MAG
9BSAB0175-0003870	그의	그/NP + 의/JKG
9BSAB0175-0003880	영혼이	영혼__02/NNG + 이/JKS
9BSAB0175-0003890	하루	하루__01/NNG
9BSAB0175-0003900	빨리	빨리/MAG
9BSAB0175-0003910	편히	편히/MAG
9BSAB0175-0003920	쉴	쉬__03/VV + ㄹ/ETM
9BSAB0175-0003930	수	수__02/NNB
9BSAB0175-0003940	있도록	있/VV + 도록/EC
9BSAB0175-0003950	사심과	사심__03/NNG + 과/JC
9BSAB0175-0003960	책략이	책략/NNG + 이/JKS
9BSAB0175-0003970	배제된	배제__03/NNG + 되/XSV + ㄴ/ETM
9BSAB0175-0003980	순수한	순수__03/NNG + 하/XSA + ㄴ/ETM
9BSAB0175-0003990	마음을	마음__01/NNG + 을/JKO
9BSAB0175-0004000	회복하는	회복/NNG + 하/XSV + 는/ETM
9BSAB0175-0004010	게	것/NNB + 이/JKS
9BSAB0175-0004020	국민들의	국민/NNG + 들/XSN + 의/JKG
9BSAB0175-0004030	뜻임을	뜻/NNG + 이/VCP + ㅁ/ETN + 을/JKO
9BSAB0175-0004040	살펴	살피/VV + 어/EC
9BSAB0175-0004050	주기	주/VX + 기/ETN
9BSAB0175-0004060	바란다.	바라/VV + ㄴ다/EF + ./SF
</p>
<p>
9BSAB0175-0004070	경제계가	경제__04/NNG + 계/XSN + 가/JKS
9BSAB0175-0004080	대정부	대정부/NNG
9BSAB0175-0004090	발언을	발언__02/NNG + 을/JKO
9BSAB0175-0004100	강화하고	강화__04/NNG + 하/XSV + 고/EC
9BSAB0175-0004110	있다.	있/VX + 다/EF + ./SF
9BSAB0175-0004120	시국	시국__02/NNG
9BSAB0175-0004130	불안으로	불안__01/NNG + 으로/JKB
9BSAB0175-0004140	어수선한	어수선/XR + 하/XSA + ㄴ/ETM
9BSAB0175-0004150	때	때__01/NNG
9BSAB0175-0004160	경제를	경제__04/NNG + 를/JKO
9BSAB0175-0004170	끌고	끌/VV + 고/EC
9BSAB0175-0004180	가는	가/VV + 는/ETM
9BSAB0175-0004190	사람들의	사람/NNG + 들/XSN + 의/JKG
9BSAB0175-0004200	목청이	목청__01/NNG + 이/JKS
9BSAB0175-0004210	커질수록	커지/VV + ㄹ수록/EC
9BSAB0175-0004220	아마도	아마도/MAG
9BSAB0175-0004230	해결의	해결__02/NNG + 의/JKG
9BSAB0175-0004240	길이	길__01/NNG + 이/JKS
9BSAB0175-0004250	더	더/MAG
9BSAB0175-0004260	넓게	넓/VA + 게/EC
9BSAB0175-0004270	열릴	열리__02/VV + ㄹ/ETM
9BSAB0175-0004280	수	수__02/NNB
9BSAB0175-0004290	있다는	있/VV + 다는/ETM
9BSAB0175-0004300	점에서	점__10/NNG + 에서/JKB
9BSAB0175-0004310	모처럼	모처럼/MAG
9BSAB0175-0004320	긍정적	긍정/NNG + 적/XSN
9BSAB0175-0004330	눈길을	눈길__01/NNG + 을/JKO
9BSAB0175-0004340	보낸다.	보내/VV + ㄴ다/EF + ./SF
</p>
<p>
9BSAB0175-0004350	그러나	그러나/MAJ
9BSAB0175-0004360	경제인들의	경제인/NNG + 들/XSN + 의/JKG
9BSAB0175-0004370	목청이	목청__01/NNG + 이/JKS
9BSAB0175-0004380	일방적으로	일방__01/NNG + 적/XSN + 으로/JKB
9BSAB0175-0004390	크기만	크/VA + 기/ETN + 만/JX
9BSAB0175-0004400	해서는	하/VV + 아서/EC + 는/JX
9BSAB0175-0004410	곤란하다.	곤란/NNG + 하/XSA + 다/EF + ./SF
9BSAB0175-0004420	자기들만의	자기/NP + 들/XSN + 만/JX + 의/JKG
9BSAB0175-0004430	이익을	이익__02/NNG + 을/JKO
9BSAB0175-0004440	위한	위하__01/VV + ㄴ/ETM
9BSAB0175-0004450	것이라면	것/NNB + 이/VCP + 라면/EC
9BSAB0175-0004460	즉시	즉시/NNG
9BSAB0175-0004470	거부	거부__02/NNG
9BSAB0175-0004480	반응을	반응/NNG + 을/JKO
9BSAB0175-0004490	일으킨다.	일으키/VV + ㄴ다/EF + ./SF
9BSAB0175-0004500	지난	지나/VV + ㄴ/ETM
9BSAB0175-0004510	번	번/NNB
9BSAB0175-0004520	비업무용	비/XPN + 업무__02/NNG + 용/XSN
9BSAB0175-0004530	부동산	부동산/NNG
9BSAB0175-0004540	처분을	처분/NNG + 을/JKO
9BSAB0175-0004550	둘러	두르/VV + 어/EC
9BSAB0175-0004560	싼	싸__01/VV + ㄴ/ETM
9BSAB0175-0004570	불만	불만/NNG
9BSAB0175-0004580	섞인	섞이/VV + ㄴ/ETM
9BSAB0175-0004590	소리나	소리__01/NNG + 나/JC
9BSAB0175-0004600	무분별하게	무/XPN + 분별/NNG + 하/XSA + 게/EC
9BSAB0175-0004610	통화	통화__03/NNG
9BSAB0175-0004620	방출을	방출__01/NNG + 을/JKO
9BSAB0175-0004630	요구하는	요구__03/NNG + 하/XSV + 는/ETM
9BSAB0175-0004640	목청은	목청__01/NNG + 은/JX
9BSAB0175-0004650	아무리	아무리/MAG
9BSAB0175-0004660	크게	크/VA + 게/EC
9BSAB0175-0004670	나와도	나오/VV + 아도/EC
9BSAB0175-0004680	사회에서	사회__07/NNG + 에서/JKB
9BSAB0175-0004690	긍정적	긍정/NNG + 적/XSN
9BSAB0175-0004700	반응을	반응/NNG + 을/JKO
9BSAB0175-0004710	일으키지	일으키/VV + 지/EC
9BSAB0175-0004720	못한다.	못하/VX + ㄴ다/EF + ./SF
</p>
<p>
9BSAB0175-0004730	오랜만에	오랜만/NNG + 에/JKB
9BSAB0175-0004740	이번에는	이번__01/NNG + 에/JKB + 는/JX
9BSAB0175-0004750	진실로	진실로/MAG
9BSAB0175-0004760	나라	나라/NNG
9BSAB0175-0004770	경제를	경제__04/NNG + 를/JKO
9BSAB0175-0004780	걱정하는	걱정/NNG + 하/XSV + 는/ETM
9BSAB0175-0004790	소리가	소리__01/NNG + 가/JKS
9BSAB0175-0004800	나왔다.	나오/VV + 았/EP + 다/EF + ./SF
9BSAB0175-0004810	전경련은	전경련/NNP + 은/JX
9BSAB0175-0004820	지난	지나/VV + ㄴ/ETM
9BSAB0175-0004830	13일	13/SN + 일/NNB
9BSAB0175-0004840	오후	오후__02/NNG
9BSAB0175-0004850	회장단	회장단/NNG
9BSAB0175-0004860	회의를	회의__04/NNG + 를/JKO
9BSAB0175-0004870	갖고	갖/VV + 고/EC
9BSAB0175-0004880	불요불급의	불요불급/NNG + 의/JKG
9BSAB0175-0004890	투자	투자__02/NNG
9BSAB0175-0004900	재조정,	재/XPN + 조정__09/NNG + ,/SP
9BSAB0175-0004910	내년	내년/NNG
9BSAB0175-0004920	예산의	예산__02/NNG + 의/JKG
9BSAB0175-0004930	중립적	중립__01/NNG + 적/XSN
9BSAB0175-0004940	편성	편성__02/NNG
9BSAB0175-0004950	등을	등__05/NNB + 을/JKO
9BSAB0175-0004960	통해	통하/VV + 아/EC
9BSAB0175-0004970	경제	경제__04/NNG
9BSAB0175-0004980	안정을	안정__01/NNG + 을/JKO
9BSAB0175-0004990	꾀해야	꾀하/VV + 아야/EC
9BSAB0175-0005000	할	하/VX + ㄹ/ETM
9BSAB0175-0005010	것이라고	것/NNB + 이/VCP + 라고/EC
9BSAB0175-0005020	의견을	의견__01/NNG + 을/JKO
9BSAB0175-0005030	모았다.	모으/VV + 았/EP + 다/EF + ./SF
9BSAB0175-0005040	물론	물론/MAG
9BSAB0175-0005050	현재	현재/MAG
9BSAB0175-0005060	20조	20/SN + 조/NR
9BSAB0175-0005070	원에	원__01/NNB + 에/JKB
9BSAB0175-0005080	이르는	이르__01/VV + 는/ETM
9BSAB0175-0005090	통안증권을	통안/NNG + 증권__01/NNG + 을/JKO
9BSAB0175-0005100	민간	민간/NNG
9BSAB0175-0005110	부문에서	부문__06/NNG + 에서/JKB
9BSAB0175-0005120	떠맡음으로써	떠맡/VV + 음/ETN + 으로써/JKB
9BSAB0175-0005130	결국	결국/NNG
9BSAB0175-0005140	고금리와	고/XPN + 금리__01/NNG + 와/JC
9BSAB0175-0005150	기업	기업__01/NNG
9BSAB0175-0005160	자금난의	자금난/NNG + 의/JKG
9BSAB0175-0005170	원인이	원인__02/NNG + ,/SP + 이/JKC
9BSAB0175-0005180	된다는	되__01/VV + ㄴ다는/ETM
9BSAB0175-0005190	자기	자기/NP
9BSAB0175-0005200	중심적	중심__01/NNG + 적/XSN
9BSAB0175-0005210	의견이	의견__01/NNG + 이/JKS
9BSAB0175-0005220	없었던	없/VA + 었/EP + 던/ETM
9BSAB0175-0005230	건	것/NNB + ㄴ/JX
9BSAB0175-0005240	아니다.	아니/VCN + 다/EF + ./SF
</p>
<p>
9BSAB0175-0005250	그런	그런/MM
9BSAB0175-0005260	가능성도	가능/NNG + 성/XSN + 도/JX
9BSAB0175-0005270	있다.	있/VV + 다/EF + ./SF
9BSAB0175-0005280	모처럼	모처럼/MAG
9BSAB0175-0005290	통화가	통화__03/NNG + 가/JKS
9BSAB0175-0005300	풀려	풀리/VV + 어/EC
9BSAB0175-0005310	가뭄에	가뭄/NNG + 에/JKB
9BSAB0175-0005320	단비격으로	단비격/NNG + 으로/JKB
9BSAB0175-0005330	생각하던	생각__01/NNG + 하/XSV + 던/ETM
9BSAB0175-0005340	기업인들에게	기업인/NNG + 들/XSN + 에게/JKB
9BSAB0175-0005350	물가	물가__02/NNG
9BSAB0175-0005360	안정을	안정__01/NNG + 을/JKO
9BSAB0175-0005370	이유로	이유__04/NNG + 로/JKB
9BSAB0175-0005380	통안증권을	통안/NNG + 증권__01/NNG + 을/JKO
9BSAB0175-0005390	인수케	인수__07/NNG + 하/XSV + 게/EC
9BSAB0175-0005400	한다면	하/VV + ㄴ다면/EC
9BSAB0175-0005410	그런	그런/MM
9BSAB0175-0005420	돈은	돈__01/NNG + 은/JX
9BSAB0175-0005430	풀리나	풀리/VV + 나/EC
9BSAB0175-0005440	마나다.	말/VX + 나/EC + 다/EF + ./SF
9BSAB0175-0005450	요즘처럼	요즘/NNG + 처럼/JKB
9BSAB0175-0005460	경쟁력	경쟁력/NNG
9BSAB0175-0005470	강화	강화__04/NNG
9BSAB0175-0005480	신제품	신/XPN + 제품__02/NNG
9BSAB0175-0005490	개발	개발/NNG
9BSAB0175-0005500	신시장	신/XPN + 시장__04/NNG
9BSAB0175-0005510	개척	개척/NNG
9BSAB0175-0005520	등	등__05/NNB
9BSAB0175-0005530	활로	활로/NNG
9BSAB0175-0005540	모색에	모색__03/NNG + 에/JKB
9BSAB0175-0005550	여념이	여념/NNG + 이/JKS
9BSAB0175-0005560	없을	없/VA + 을/ETM
9BSAB0175-0005570	때	때__01/NNG
9BSAB0175-0005580	한	한/MM
9BSAB0175-0005590	푼의	푼/NNB + 의/JKG
9BSAB0175-0005600	돈이	돈__01/NNG + 이/JKS
9BSAB0175-0005610	아쉬운	아쉽/VA + ㄴ/ETM
9BSAB0175-0005620	것은	것/NNB + 은/JX
9BSAB0175-0005630	분명하다.	분명/MAG + 하/XSA + 다/EF + ./SF
</p>
<p>
9BSAB0175-0005640	그러나	그러나/MAJ
9BSAB0175-0005650	이런	이런/MM
9BSAB0175-0005660	돈을	돈__01/NNG + 을/JKO
9BSAB0175-0005670	기업의	기업__01/NNG + 의/JKG
9BSAB0175-0005680	보유	보유__01/NNG
9BSAB0175-0005690	부동산에	부동산/NNG + 에/JKB
9BSAB0175-0005700	들어간	들어가__01/VV + ㄴ/ETM
9BSAB0175-0005710	자금의	자금__08/NNG + 의/JKG
9BSAB0175-0005720	회수론	회수__01/NNG + 로/JKB + ㄴ/JX
9BSAB0175-0005730	해결할	해결__02/NNG + 하/XSV + ㄹ/ETM
9BSAB0175-0005740	수	수__02/NNB
9BSAB0175-0005750	없는가	없/VA + 는가/EC
9BSAB0175-0005760	하는	하/VV + 는/ETM
9BSAB0175-0005770	반론을	반론/NNG + 을/JKO
9BSAB0175-0005780	생각할	생각__01/NNG + 하/XSV + ㄹ/ETM
9BSAB0175-0005790	때	때__01/NNG
9BSAB0175-0005800	이번	이번__01/NNG
9BSAB0175-0005810	재계	재계__03/NNG
9BSAB0175-0005820	건의	건의__01/NNG
9BSAB0175-0005830	가운데서	가운데/NNG + 서/JKB
9BSAB0175-0005840	돋보이는	돋보이/VV + 는/ETM
9BSAB0175-0005850	것은	것/NNB + 은/JX
9BSAB0175-0005860	역시	역시/MAG
9BSAB0175-0005870	정부의	정부__08/NNG + 의/JKG
9BSAB0175-0005880	과시적	과시__08/NNG + 적/XSN
9BSAB0175-0005890	투자와	투자__02/NNG + 와/JC
9BSAB0175-0005900	이로	이/NP + 로/JKB
9BSAB0175-0005910	인한	인하__01/VV + ㄴ/ETM
9BSAB0175-0005920	재정	재정__05/NNG
9BSAB0175-0005930	팽창,	팽창/NNG + ,/SP
9BSAB0175-0005940	그	그/MM
9BSAB0175-0005950	결과로서의	결과__02/NNG + 로서/JKB + 의/JKG
9BSAB0175-0005960	안정	안정__01/NNG
9BSAB0175-0005970	기반	기반__01/NNG
9BSAB0175-0005980	붕괴를	붕괴/NNG + 를/JKO
9BSAB0175-0005990	우려한	우려/NNG + 하/XSV + ㄴ/ETM
9BSAB0175-0006000	것이라	것/NNB + 이/VCP + 라/EC
9BSAB0175-0006010	하겠다.	하/VV + 겠/EP + 다/EF + ./SF
</p>
<p>
9BSAB0175-0006020	솔직히	솔직히/MAG
9BSAB0175-0006030	말해	말__01/NNG + 하/XSV + 아/EC
9BSAB0175-0006040	지금	지금__03/MAG
9BSAB0175-0006050	같은	같/VA + 은/ETM
9BSAB0175-0006060	경제	경제__04/NNG
9BSAB0175-0006070	그늘의	그늘/NNG + 의/JKG
9BSAB0175-0006080	확산	확산/NNG
9BSAB0175-0006090	책임은	책임/NNG + 은/JX
9BSAB0175-0006100	1차적으로	1/SN + 차/NNB + 적/XSN + 으로/JKB
9BSAB0175-0006110	정부에	정부__08/NNG + 에/JKB
9BSAB0175-0006120	있다.	있/VV + 다/EF + ./SF
9BSAB0175-0006130	경제	경제__04/NNG
9BSAB0175-0006140	정책의	정책__02/NNG + 의/JKG
9BSAB0175-0006150	실기나	실기__04/NNG + 나/JX
9BSAB0175-0006160	판단	판단/NNG
9BSAB0175-0006170	실수에서부터	실수__01/NNG + 에서부터/JKB
9BSAB0175-0006180	광의로는	광의__02/NNG + 로/JKB + 는/JX
9BSAB0175-0006190	정치	정치__03/NNG
9BSAB0175-0006200	사회적	사회__07/NNG + 적/XSN
9BSAB0175-0006210	갈등을	갈등/NNG + 을/JKO
9BSAB0175-0006220	전국적으로	전국__03/NNG + 적/XSN + 으로/JKB
9BSAB0175-0006230	확대,	확대__02/NNG + ,/SP
9BSAB0175-0006240	경제	경제__04/NNG
9BSAB0175-0006250	기반을	기반__01/NNG + 을/JKO
9BSAB0175-0006260	약화시킨	약화__01/NNG + 시키/XSV + ㄴ/ETM
9BSAB0175-0006270	정치력	정치력/NNG
9BSAB0175-0006280	부족에	부족__01/NNG + 에/JKB
9BSAB0175-0006290	있다.	있/VV + 다/EF + ./SF
9BSAB0175-0006300	한	한/MM
9BSAB0175-0006310	때	때__01/NNG
9BSAB0175-0006320	주춤하던	주춤/MAG + 하/XSV + 던/ETM
9BSAB0175-0006330	노사	노사__07/NNG
9BSAB0175-0006340	분규가	분규/NNG + 가/JKS
9BSAB0175-0006350	최근	최근/NNG
9BSAB0175-0006360	다시	다시/MAG
9BSAB0175-0006370	강하게	강하__02/VA + 게/EC
9BSAB0175-0006380	고개를	고개__01/NNG + 를/JKO
9BSAB0175-0006390	드는	들__04/VV + 는/ETM
9BSAB0175-0006400	것도	것/NNB + 도/JX
9BSAB0175-0006410	정부가	정부__08/NNG + 가/JKS
9BSAB0175-0006420	제대로	제대로/MAG
9BSAB0175-0006430	개혁할	개혁/NNG + 하/XSV + ㄹ/ETM
9BSAB0175-0006440	것	것/NNB
9BSAB0175-0006450	하지	하/VV + 지/EC
9BSAB0175-0006460	않고	않/VX + 고/EC
9BSAB0175-0006470	노동	노동__03/NNG
9BSAB0175-0006480	행정의	행정__01/NNG + 의/JKG
9BSAB0175-0006490	책임자가	책임자/NNG + 가/JKS
9BSAB0175-0006500	장관	장관__02/NNG
9BSAB0175-0006510	자리에	자리__01/NNG + 에/JKB
9BSAB0175-0006520	연연하지	연연/XR + 하/XSV + 지/EC
9BSAB0175-0006530	않는다는	않/VX + 는다는/ETM
9BSAB0175-0006540	강성	강성__03/NNG
9BSAB0175-0006550	발언을	발언__02/NNG + 을/JKO
9BSAB0175-0006560	하는	하/VV + 는/ETM
9BSAB0175-0006570	등의	등__05/NNB + 의/JKG
9BSAB0175-0006580	정치	정치__03/NNG
9BSAB0175-0006590	미숙	미숙/XR
9BSAB0175-0006600	행정	행정__01/NNG
9BSAB0175-0006610	미숙에서	미숙/NNG + 에서/JKB
9BSAB0175-0006620	그	그/MM
9BSAB0175-0006630	원인의	원인__02/NNG + ,/SP + 의/JKG
9BSAB0175-0006640	일부를	일부__02/NNG + 를/JKO
9BSAB0175-0006650	찾을	찾/VV + 을/ETM
9BSAB0175-0006660	수	수__02/NNB
9BSAB0175-0006670	있다고	있/VV + 다고/EC
9BSAB0175-0006680	본다.	보__01/VV + ㄴ다/EF + ./SF
</p>
<p>
9BSAB0175-0006690	지금	지금__03/MAG
9BSAB0175-0006700	경제계는	경제__04/NNG + 계/XSN + 는/JX
9BSAB0175-0006710	시끄러운	시끄럽/VA + ㄴ/ETM
9BSAB0175-0006720	정치	정치__03/NNG
9BSAB0175-0006730	사회적	사회__07/NNG + 적/XSN
9BSAB0175-0006740	갈등을	갈등/NNG + 을/JKO
9BSAB0175-0006750	깊이	깊이/MAG
9BSAB0175-0006760	우려하고	우려/NNG + 하/XSV + 고/EC
9BSAB0175-0006770	있다.	있/VX + 다/EF + ./SF
9BSAB0175-0006780	거기에	거기/NP + 에/JKB
9BSAB0175-0006790	덧붙여	덧붙이/VV + 어/EC
9BSAB0175-0006800	노사	노사__07/NNG
9BSAB0175-0006810	분규가	분규/NNG + 가/JKS
9BSAB0175-0006820	하루에	하루__01/NNG + 에/JKB
9BSAB0175-0006830	4,5군데씩	4/SN + ,/SP + 5/SN + 군데/NNB + 씩/XSN
9BSAB0175-0006840	다발로	다발__01/NNG + 로/JKB
9BSAB0175-0006850	터지고	터지/VV + 고/EC
9BSAB0175-0006860	30대	30/SN + 대__04/NNG
9BSAB0175-0006870	그룹의	그룹__01/NNG + 의/JKG
9BSAB0175-0006880	경우	경우__03/NNG
9BSAB0175-0006890	임금	임금__03/NNG
9BSAB0175-0006900	타결률이	타결/NNG + 률/XSN + 이/JKS
9BSAB0175-0006910	14%에	14/SN + %/SW + 에/JKB
9BSAB0175-0006920	불과한	불과/MAG + 하/XSA + ㄴ/ETM
9BSAB0175-0006930	점을	점__10/NNB + 을/JKO
9BSAB0175-0006940	걱정한다.	걱정/NNG + 하/XSV + ㄴ다/EF + ./SF
</p>
<p>
9BSAB0175-0006950	그럼에도	그러/VV + ㅁ/ETN + 에/JKB + 도/JX
9BSAB0175-0006960	정부는	정부__08/NNG + 는/JX
9BSAB0175-0006970	과열	과열__01/NNG
9BSAB0175-0006980	건설	건설/NNG
9BSAB0175-0006990	경기에	경기__05/NNG + 에/JKB
9BSAB0175-0007000	힘	힘__01/NNG
9BSAB0175-0007010	입은	입/VV + 은/ETM
9BSAB0175-0007020	고성장을	고/XPN + 성장__01/NNG + 을/JKO
9BSAB0175-0007030	내세워	내세우/VV + 어/EC
9BSAB0175-0007040	경제	경제__04/NNG
9BSAB0175-0007050	전망을	전망__03/NNG + 을/JKO
9BSAB0175-0007060	크게	크/VA + 게/EC
9BSAB0175-0007070	비관하지	비관__05/NNG + 하/XSV + 지/EC
9BSAB0175-0007080	않는다.	않/VX + 는다/EF + ./SF
9BSAB0175-0007090	아마도	아마도/MAG
9BSAB0175-0007100	정치권은	정치__03/NNG + 권/XSN + 은/JX
9BSAB0175-0007110	이를	이/NP + 를/JKO
9BSAB0175-0007120	더욱	더욱/MAG
9BSAB0175-0007130	확대	확대__02/NNG
9BSAB0175-0007140	해석해	해석__04/NNG + 하/XSV + 아/EC
9BSAB0175-0007150	경제	경제__04/NNG
9BSAB0175-0007160	걱정은	걱정/NNG + 은/JX
9BSAB0175-0007170	뒷전인	뒷전__01/NNG + 이/VCP + ㄴ/ETM
9BSAB0175-0007180	모양이다.	모양__02/NNG + 이/VCP + 다/EF + ./SF
9BSAB0175-0007190	재야나	재야/NNG + 나/JC
9BSAB0175-0007200	야권	야__09/NNG + 권/XSN
9BSAB0175-0007210	역시	역시/MAG
9BSAB0175-0007220	바라는	바라/VV + 는/ETM
9BSAB0175-0007230	바	바__03/NNB
9BSAB0175-0007240	목표	목표/NNG
9BSAB0175-0007250	달성을	달성/NNG + 을/JKO
9BSAB0175-0007260	위해	위하__01/VV + 아/EC
9BSAB0175-0007270	경제쯤	경제__04/NNG + 쯤/XSN
9BSAB0175-0007280	잠시	잠시/MAG
9BSAB0175-0007290	눈	눈__01/NNG
9BSAB0175-0007300	감아도	감__01/VV + 아도/EC
9BSAB0175-0007310	되는	되__01/VV + 는/ETM
9BSAB0175-0007320	것처럼	것/NNB + 처럼/JKB
9BSAB0175-0007330	보인다.	보이__01/VV + ㄴ다/EF + ./SF
9BSAB0175-0007340	그리하여	그리하여/MAJ
9BSAB0175-0007350	항상	항상/MAG
9BSAB0175-0007360	우리를	우리/NP + 를/JKO
9BSAB0175-0007370	얕보는	얕보/VV + 는/ETM
9BSAB0175-0007380	이웃	이웃/NNG
9BSAB0175-0007390	일본이	일본/NNP + 이/JKS
9BSAB0175-0007400	첨단	첨단__01/NNG
9BSAB0175-0007410	기술	기술__01/NNG
9BSAB0175-0007420	경제	경제__04/NNG
9BSAB0175-0007430	대국으로	대국__02/NNG + 으로/JKB
9BSAB0175-0007440	날로	날로__01/MAG
9BSAB0175-0007450	커지는데	커지/VV + 는데/EC
9BSAB0175-0007460	한국은	한국/NNP + 은/JX
9BSAB0175-0007470	62년	62/SN + 년__02/NNB
9BSAB0175-0007480	1인당	1/SN + 인__02/NNG + 당/XSN
9BSAB0175-0007490	GNP	GNP/SL
9BSAB0175-0007500	87달러가	87/SN + 달러/NNG + 가/JKS
9BSAB0175-0007510	마치	마치/MAG
9BSAB0175-0007520	먼	멀/VA + ㄴ/ETM
9BSAB0175-0007530	옛날	옛날/NNG
9BSAB0175-0007540	이야기고	이야기/NNG + 이/VCP + 고/EC
9BSAB0175-0007550	보릿고개가	보릿고개/NNG + 가/JKS
9BSAB0175-0007560	단군	단군/NNP
9BSAB0175-0007570	신화	신화__04/NNG
9BSAB0175-0007580	때의	때__01/NNG + 의/JKG
9BSAB0175-0007590	설화인	설화__05/NNG + 이/VCP + ㄴ/ETM
9BSAB0175-0007600	양	양__02/NNB
9BSAB0175-0007610	그저	그저/MAG
9BSAB0175-0007620	정치	정치__03/NNG
9BSAB0175-0007630	싸움에	싸움/NNG + 에/JKB
9BSAB0175-0007640	여념이	여념/NNG + 이/JKS
9BSAB0175-0007650	없다.	없/VA + 다/EF + ./SF
</p>
<p>
9BSAB0175-0007660	이런	이런/MM
9BSAB0175-0007670	정치인들을	정치인/NNG + 들/XSN + 을/JKO
9BSAB0175-0007680	경제인	경제인/NNG
